1,4.315268E-02,4.04,1.254166
2,0.1026917,4.05,0.6945822
3,0.1622313,4.1,0.3670556
4,0.2217702,4.2,0.2459436
5,0.2813106,4.35,0.1490777
6,0.3408485,4.57,0.1108464
1,0.6557068,6.08,1.249437
2,0.7152445,6.37,0.6815715
3,0.7747866,6.66,0.3801642
4,0.8343229,6.95,0.2417985
5,0.893864,7.22,0.1458272
6,0.9534017,7.5,0.1112946
1,1.08132,8.07,1.241629
2,1.140861,8.31,0.665444
3,1.200399,8.57,0.3749488
4,1.259938,8.83,0.2354665
5,1.319478,9.09,0.1436164
6,1.379018,9.34,0.1073104
1,1.540995,10.02,1.24696
2,1.600535,10.29,0.6474969
3,1.660073,10.53,0.3757055
4,1.719614,10.76,0.2313645
5,1.779152,11.02,0.1417349
6,1.838695,11.3,0.1040115
1,2.01757,12.04,1.250697
2,2.077109,12.27,0.6314709
3,2.136649,12.53,0.3519118
4,2.196187,12.78,0.2274423
5,2.255728,13.03,0.1384595
6,2.315266,13.28,0.104214
1,2.494144,14,1.233097
2,2.553684,14.22,0.6183935
3,2.613222,14.46,0.3524523
4,2.672763,14.68,0.2216647
5,2.732301,14.9,0.1355244
6,2.791841,15.13,0.1019872
1,3.005297,16,1.234231
2,3.064839,16.25,0.6173573
3,3.124377,16.5,0.3851249
4,3.183916,16.74,0.2166139
5,3.243455,16.99,0.1325456
6,3.302996,17.23,0.105224
1,3.499554,18.02,1.227943
2,3.559091,18.27,0.6098035
3,3.618632,18.51,0.3835146
4,3.67817,18.74,0.2114164
5,3.73771,18.98,0.1298007
6,3.797251,19.24,9.840185E-02
1,3.993806,20.01,1.215388
2,4.053348,20.26,0.6202473
3,4.112884,20.52,0.3676233
4,4.172426,20.75,0.2049888
5,4.231965,20.99,0.1261331
6,4.291504,21.24,9.643003E-02
1,4.487281,22.02,1.202311
2,4.546821,22.26,0.6061172
3,4.60636,22.52,0.3377966
4,4.6659,22.75,0.1989347
5,4.725438,22.97,0.1223385
6,4.784978,23.22,9.440643E-02
1,4.980754,24.02,1.186092
2,5.040295,24.27,0.5912239
3,5.099833,24.52,0.3407026
4,5.159373,24.76,0.192774
5,5.218912,25.02,0.1188625
6,5.278451,25.27,9.215455E-02
1,5.475009,26.06,1.166236
2,5.534551,26.3,0.573595
3,5.594088,26.54,0.3381859
4,5.653626,26.77,0.1856503
5,5.713166,27.01,0.1155444
6,5.772705,27.25,9.019269E-02
1,5.968485,28.02,1.143572
2,6.028022,28.27,0.5548611
3,6.087562,28.51,0.3189066
4,6.147101,28.74,0.1786406
5,6.206641,28.98,0.112188
6,6.266181,29.23,8.836915E-02
1,6.462738,30.01,1.118697
2,6.522276,30.26,0.5375322
3,6.581817,30.49,0.297733
4,6.641356,30.74,0.1718662
5,6.700894,30.98,0.1077698
6,6.760434,31.21,8.677824E-02
1,6.956213,32.01,1.091282
2,7.015752,32.25,0.517379
3,7.07529,32.48,0.2978049
4,7.134832,32.72,0.1653399
5,7.194368,32.97,0.1045306
6,7.253909,33.21,8.502731E-02
1,7.467366,34.07,1.060456
2,7.526906,34.31,0.4958517
3,7.586444,34.56,0.2776559
4,7.645985,34.79,0.1579816
5,7.705523,35.03,0.1010711
6,7.765062,35.27,0.0835508
1,7.96084,36.07,1.028318
2,8.02038,36.3,0.4758445
3,8.079919,36.55,0.2709994
4,8.13946,36.78,0.1507445
5,8.198997,37.03,9.791321E-02
6,8.258538,37.27,8.218051E-02
1,8.437934,38,1.001406
2,8.497473,38.23,0.4564387
3,8.557014,38.47,0.2577763
4,8.616551,38.71,0.1449498
5,8.676092,38.95,9.508868E-02
6,8.735631,39.2,8.086818E-02
1,8.948569,40.04,0.9603969
2,9.008107,40.28,0.4344986
3,9.067649,40.46
