1,4.341456E-02,4.05,1.330014
2,0.1029528,4.06,0.7118465
3,0.1624935,4.12,0.3856899
4,0.2220328,4.2,0.2184184
5,0.2815726,4.35,0.1398423
6,0.3411102,4.55,0.1064569
1,0.6564892,6.03,1.332565
2,0.7160262,6.33,0.7195482
3,0.7755665,6.62,0.3858441
4,0.835105,6.91,0.2186851
5,0.8946443,7.19,0.1409699
6,0.9541838,7.47,0.1058043
1,1.082102,8.05,1.332625
2,1.141642,8.32,0.7257632
3,1.201182,8.58,0.3869617
4,1.26072,8.83,0.2193652
5,1.320261,9.09,0.1404227
6,1.3798,9.35,0.1057636
1,1.542297,10.05,1.335697
2,1.601837,10.3,0.7304797
3,1.661375,10.56,0.3859349
4,1.720915,10.79,0.2197058
5,1.780455,11.04,0.1396063
6,1.839995,11.29,0.1059774
1,2.018872,12.03,1.339894
2,2.07841,12.28,0.7274343
3,2.137951,12.52,0.3852555
4,2.197488,12.76,0.2196225
5,2.25703,13.01,0.1397164
6,2.316568,13.25,0.1057665
1,2.495446,14,1.344815
2,2.554986,14.28,0.7284405
3,2.614524,14.53,0.3854412
4,2.674064,14.74,0.2193576
5,2.733603,14.97,0.13932
6,2.793143,15.21,0.1058955
1,2.989701,16.04,1.339807
2,3.049239,16.28,0.7294037
3,3.108779,16.52,0.3856022
4,3.168318,16.75,0.2263404
5,3.227857,16.99,0.13883
6,3.287397,17.22,0.1053461
1,3.500335,18.02,1.342606
2,3.559873,18.26,0.7303178
3,3.619413,18.5,0.3855564
4,3.678952,18.73,0.2188952
5,3.738492,18.98,0.1387294
6,3.798031,19.23,0.1049777
1,3.993809,20.03,1.341701
2,4.053351,20.27,0.7304745
3,4.112887,20.53,0.3852632
4,4.172427,20.76,0.2179272
5,4.231966,20.99,0.1380892
6,4.291505,21.25,0.1040219
1,4.488582,22.05,1.342329
2,4.548124,22.29,0.7303984
3,4.60766,22.54,0.3849247
4,4.667201,22.77,0.2174603
5,4.726741,23.01,0.1378283
6,4.78628,23.25,0.1039695
1,4.982057,24.04,1.34169
2,5.041597,24.29,0.7298856
3,5.101135,24.53,0.3840739
4,5.160676,24.77,0.2163119
5,5.220217,25.01,0.1365624
6,5.279754,25.25,0.1030112
1,5.476311,26.04,1.341673
2,5.535851,26.28,0.7285022
3,5.59539,26.53,0.382948
4,5.654929,26.76,0.2150718
5,5.714469,27.01,0.1367331
6,5.774008,27.26,0.1013356
1,5.969786,28.04,1.340931
2,6.029324,28.28,0.727002
3,6.088864,28.52,0.3814675
4,6.148404,28.76,0.2132221
5,6.207943,29,0.1345578
6,6.267481,29.26,0.1010127
1,6.46404,30.04,1.339882
2,6.52358,30.28,0.724794
3,6.583118,30.52,0.379628
4,6.642657,30.76,0.2117704
5,6.702197,31.01,0.1326702
6,6.761737,31.24,9.965937E-02
1,6.957513,32.03,1.338086
2,7.017053,32.28,0.7225881
3,7.076592,32.52,0.3775339
4,7.136133,32.75,0.2094702
5,7.195672,32.99,0.1307232
6,7.25521,33.24,9.830511E-02
1,7.45177,34.03,1.336632
2,7.511306,34.27,0.7194487
3,7.570847,34.51,0.3748241
4,7.630386,34.75,0.2065046
5,7.689926,34.99,0.1281027
6,7.749465,35.24,9.621245E-02
1,7.945242,36.02,1.333533
2,8.004781,36.27,0.7159821
3,8.064323,36.51,0.371603
4,8.12386,36.75,0.2037043
5,8.183399,36.98,0.1256722
6,8.242939,37.23,9.460662E-02
1,8.439495,38.02,1.330162
2,8.499036,38.27,0.7115293
3,8.558576,38.51,0.3675952
4,8.618115,38.74,0.1999129
5,8.677653,38.98,0.1226288
6,8.737193,39.23,9.221776E-02
1,8.932969,40.01,1.325516
2,8.992511,40.24,0.7061943
3,9.052049,40.43,0.3633763
4,9.111588,40.51,0.1957972
5,9.171128,40.5,0.1191077
6,9.230668,40.45,9.026403E-02
